Village_ID,Village_Name,District,State,Latitude,Longitude,Population,Male_Population,Female_Population,Elderly_Population,Child_Population,Hospital_Name,Facility_Type,Doctors_Count,Nurses_Count,Beds_Available,Emergency_Service,Distance_to_Hospital_km,Average_Travel_Time_min,Road_Connectivity,Ambulance_Availability,Accessibility_Score,Healthcare_Risk_Level,Doctor_Shortage_Flag,Underserved_Area_Flag,Monthly_Patient_Count,road_speed_kmph,risk_norm,Emergency_Service_bin,Ambulance_Availability_bin,Doctor_Shortage_Flag_bin,Underserved_Area_Flag_bin,need_score,Latitude_orig,Longitude_orig
V07791,Village_7595,Jodhpur,Rajasthan,26.67396030226077,72.76245405622396,19582,9553,10029,1401,5807,Jodhpur_Care_Center,PHC,4,36,266,No,53.31,208.72,Good,No,11,High,Yes,Yes,3490,40.0,1.0,0,0,1,1,0.8748,24.584884,81.016567
V07792,Village_8573,Muzaffarpur,Bihar,26.132814782068486,85.14571651085056,3116,1614,1502,371,1023,Muzaffarpur_Care_Center,District Hospital,21,70,87,No,3.24,15.05,Good,Yes,100,Low,No,No,448,40.0,0.2,0,1,0,0,0.0875,23.677423,83.266284
V07793,Village_8805,Kanpur,Uttar Pradesh,26.361086031056978,80.49842816392076,8909,4333,4576,519,2089,Kanpur_Health_Center,PHC,37,68,208,Yes,3.1,11.04,Good,Yes,100,Low,No,No,180,40.0,0.2,1,1,0,0,0.1861,22.956984,73.110371
V07794,Village_3540,Kota,Rajasthan,24.77729127724789,76.02083871104745,23997,12062,11935,1374,7206,Kota_Health_Center,CHC,37,47,50,No,25.27,94.83,Good,Yes,90,Low,No,No,4556,40.0,0.2,0,1,0,0,0.4729,22.296322,74.911561
V07795,Village_1292,Muzaffarpur,Bihar,26.095487454410858,84.95929673368519,23313,12079,11234,2581,8088,Muzaffarpur_Care_Center,CHC,35,66,105,No,53.86,152.87,Poor,No,48,Medium,No,No,2291,12.0,0.5,0,0,0,0,0.6773,20.985787,72.155432
V07796,Village_9706,Jabalpur,Madhya Pradesh,23.475692238195986,80.14581405041393,14534,7435,7099,1207,3209,Jabalpur_Health_Center,CHC,21,18,268,No,29.37,129.82,Average,Yes,72,Medium,No,No,494,25.0,0.5,0,1,0,0,0.4559,26.250316,77.785635
V07797,Village_1588,Pune,Maharashtra,18.383321167740228,74.49339927353975,11375,5608,5767,868,2675,Pune_Health_Center,District Hospital,28,7,87,Yes,52.36,194.31,Good,No,31,High,No,Yes,2464,40.0,1.0,1,0,0,1,0.6751,20.90982,79.887108
V07798,Village_3819,Gwalior,Madhya Pradesh,26.125107567436746,77.79871732801448,6410,3297,3113,486,1866,Gwalior_Health_Center,PHC,27,48,165,No,20.94,86.28,Good,Yes,92,Low,No,No,2974,40.0,0.2,0,1,0,0,0.1676,24.499209,80.239569
V07799,Village_7931,Udaipur,Rajasthan,24.85129755872004,73.34882048547745,12052,5917,6135,785,3544,Udaipur_Health_Center,CHC,33,31,91,No,47.81,169.65,Good,Yes,47,Medium,No,No,2734,40.0,0.5,0,1,0,0,0.4886,19.718531,78.901046
V07800,Village_8366,Prayagraj,Uttar Pradesh,25.17614546211975,81.89708809107867,7482,3727,3755,578,2318,Prayagraj_Medical_Center,CHC,20,56,174,No,33.7,151.67,Good,Yes,57,Medium,No,No,1239,40.0,0.5,0,1,0,0,0.3808,18.977758,83.523331
V07801,Village_9359,Jabalpur,Madhya Pradesh,23.334111536171626,79.67546941237075,14929,7444,7485,875,3738,Jabalpur_Medical_Center,District Hospital,14,29,147,Yes,28.33,58.08,Average,Yes,78,Low,No,No,3175,25.0,0.2,1,1,0,0,0.3546,18.004587,76.262532
V07802,Village_4053,Bhagalpur,Bihar,25.312182081502943,87.29910427238993,24786,12313,12473,1367,4526,Bhagalpur_Care_Center,CHC,18,3,34,Yes,45.22,221.92,Average,Yes,19,High,No,Yes,4554,25.0,1.0,1,1,0,1,0.9394,18.763074,81.469233
V07803,Village_4809,Jabalpur,Madhya Pradesh,23.288871973780815,79.72811383020859,19913,10260,9653,1279,4288,Jabalpur_Care_Center,PHC,16,44,238,Yes,49.9,142.01,Good,No,42,High,No,No,3798,40.0,1.0,1,0,0,0,0.7874,20.122367,73.032141
V07804,Village_8971,Indore,Madhya Pradesh,22.874565636556767,75.56040421634907,3924,1966,1958,278,810,Indore_Care_Center,PHC,9,28,218,No,28.31,138.39,Good,Yes,56,Medium,No,No,408,40.0,0.5,0,1,0,0,0.3233,18.951953,87.395361
V07805,Village_1737,Kota,Rajasthan,24.949495271680952,76.18913850092066,12589,6410,6179,1052,3842,Kota_Medical_Center,District Hospital,12,57,10,No,13.04,52.15,Average,Yes,86,Low,No,No,2871,25.0,0.2,0,1,0,0,0.2908,22.796586,84.303189
V07806,Village_5441,Gaya,Bihar,24.41888942152699,84.41437659630662,20751,10714,10037,1930,4568,Gaya_Health_Center,District Hospital,21,30,59,No,39.31,180.07,Good,Yes,39,High,No,Yes,4410,40.0,1.0,0,1,0,1,0.8107,21.842197,84.207219
V07807,Village_4456,Prayagraj,Uttar Pradesh,25.532803654497613,82.12124925866307,4077,2108,1969,435,744,Prayagraj_Health_Center,PHC,21,33,286,Yes,25.77,126.46,Average,No,77,Low,No,No,4206,25.0,0.2,1,0,0,0,0.1729,24.782658,72.328338
V07808,Village_7828,Nashik,Maharashtra,20.531982262374637,74.69968412928941,11932,5728,6204,1323,3617,Nashik_Health_Center,District Hospital,33,4,248,No,46.59,129.25,Poor,Yes,66,Medium,No,No,4357,12.0,0.5,0,1,0,0,0.4296,26.583151,87.301227
V07809,Village_1143,Lucknow,Uttar Pradesh,27.071046504516595,80.74960156741851,21919,11045,10874,1903,5144,Lucknow_Health_Center,CHC,39,49,274,No,39.37,79.15,Average,No,93,Low,No,No,3071,25.0,0.2,0,0,0,0,0.4286,26.058,85.612684
V07810,Village_3076,Jabalpur,Madhya Pradesh,22.9853514035709,79.77766897383721,20576,10623,9953,1056,6930,Jabalpur_Medical_Center,CHC,31,42,125,No,37.1,104.37,Good,No,74,Medium,No,No,2697,40.0,0.5,0,0,0,0,0.5527,25.801268,86.484209
V07811,Village_6550,Muzaffarpur,Bihar,26.04806166402488,85.36496330646993,22182,11188,10994,1742,4927,Muzaffarpur_Medical_Center,CHC,18,25,178,Yes,9.28,32.87,Good,Yes,100,Low,No,No,1723,40.0,0.2,1,1,0,0,0.412,20.661597,82.696892
V07812,Village_4217,Bhopal,Madhya Pradesh,23.85033314294439,77.2564557836046,1635,824,811,110,377,Bhopal_Care_Center,CHC,14,51,101,No,29.32,138.36,Good,No,55,Medium,No,No,1777,40.0,0.5,0,0,0,0,0.2873,22.301308,76.68926
V07813,Village_1970,Nagpur,Maharashtra,21.463838898722663,79.32008755850842,15679,8096,7583,1304,3976,Nagpur_Health_Center,PHC,1,10,231,No,44.4,161.42,Average,No,27,High,Yes,Yes,233,25.0,1.0,0,0,1,1,0.7604,21.19214,74.621958
V07814,Village_6097,Jodhpur,Rajasthan,26.852714028789777,73.44667258370666,22285,11582,10703,1309,4267,Jodhpur_Care_Center,CHC,6,36,267,Yes,19.58,69.24,Good,No,82,Low,No,No,3092,40.0,0.2,1,0,0,0,0.4678,24.851259,74.888125
V07815,Village_4962,Pune,Maharashtra,18.513628628365385,74.52096095750815,2028,987,1041,196,552,Pune_Care_Center,CHC,22,61,114,No,55.33,225.53,Average,No,15,High,No,Yes,3581,25.0,1.0,0,0,0,1,0.564,26.348177,87.586279
V07816,Village_9478,Jabalpur,Madhya Pradesh,23.149865514755966,80.0775946096157,2622,1291,1331,299,705,Jabalpur_Health_Center,CHC,28,69,42,Yes,5.21,10.42,Average,Yes,100,Low,No,No,3674,25.0,0.2,1,1,0,0,0.0791,22.457788,75.381383
V07817,Village_8364,Kanpur,Uttar Pradesh,26.822542492645777,79.9885211498116,8912,4441,4471,493,2089,Kanpur_Medical_Center,District Hospital,40,22,133,Yes,40.09,175.78,Good,Yes,62,Medium,No,No,3277,40.0,0.5,1,1,0,0,0.3902,22.311947,80.462011
V07818,Village_8222,Jaipur,Rajasthan,27.22355974575329,76.03098558698811,10235,5041,5194,834,2850,Jaipur_Health_Center,CHC,11,5,218,Yes,12.15,30.0,Average,No,100,Low,No,No,2840,25.0,0.2,1,0,0,0,0.2087,26.673572,73.706536
V07819,Village_2724,Jabalpur,Madhya Pradesh,23.269084845906814,80.33597382603895,17240,8766,8474,1382,3537,Jabalpur_Care_Center,PHC,4,56,255,No,8.95,19.73,Average,Yes,100,Low,Yes,No,4498,25.0,0.2,0,1,1,0,0.3279,22.155168,76.896107
V07820,Village_5452,Patna,Bihar,25.371794042730496,84.81779911558075,20374,10026,10348,1505,4957,Patna_Health_Center,District Hospital,30,44,115,Yes,40.85,164.96,Average,No,53,Medium,No,No,3057,25.0,0.5,1,0,0,0,0.6123,25.639823,74.165405
V07821,Village_9415,Gaya,Bihar,24.55913826580128,85.09283043107747,24975,12400,12575,2883,8332,Gaya_Care_Center,District Hospital,5,22,243,No,35.69,98.72,Average,No,56,Medium,No,No,4946,25.0,0.5,0,0,0,0,0.6816,18.638802,78.079743
V07822,Village_6486,Lucknow,Uttar Pradesh,27.05403889720268,80.91505664182877,18103,9343,8760,1605,3445,Lucknow_Care_Center,PHC,37,70,103,Yes,25.38,83.17,Good,Yes,95,Low,No,No,4474,40.0,0.2,1,1,0,0,0.3576,20.631576,76.282567
V07823,Village_6761,Varanasi,Uttar Pradesh,25.522670920857788,82.89782006521146,17823,8843,8980,2029,5398,Varanasi_Health_Center,CHC,38,43,212,No,4.62,12.44,Poor,No,100,Low,No,No,4819,12.0,0.2,0,0,0,0,0.3379,23.805674,79.528584
V07824,Village_7585,Lucknow,Uttar Pradesh,26.835998610795954,80.69503660606722,8594,4458,4136,695,2837,Lucknow_Medical_Center,CHC,10,6,57,Yes,56.55,172.96,Average,Yes,13,High,No,Yes,1781,25.0,1.0,1,1,0,1,0.6818,18.614835,87.106677
V07825,Village_8073,Kota,Rajasthan,24.800897396236767,76.06368584852521,6637,3325,3312,635,1692,Kota_Care_Center,CHC,20,16,78,Yes,30.76,91.06,Poor,No,70,Medium,No,No,3088,12.0,0.5,1,0,0,0,0.3274,26.496434,87.47899
V07826,Village_2276,Varanasi,Uttar Pradesh,25.439607292329,83.11096836478019,8742,4512,4230,709,1833,Varanasi_Health_Center,PHC,1,26,125,No,16.11,74.97,Average,Yes,72,Medium,Yes,No,1980,25.0,0.5,0,1,1,0,0.3573,19.948062,77.474273
V07827,Village_3962,Kota,Rajasthan,24.703947195547716,75.9522379463299,24994,12833,12161,1275,8405,Kota_Health_Center,CHC,8,41,286,No,49.51,103.85,Poor,Yes,46,Medium,No,No,2461,12.0,0.5,0,1,0,0,0.7119,26.15487,83.237643
V07828,Village_3049,Udaipur,Rajasthan,24.49548244270167,74.04258007481494,9435,4869,4566,876,3250,Udaipur_Care_Center,District Hospital,23,27,170,No,30.04,142.48,Good,Yes,65,Medium,No,No,2497,40.0,0.5,0,1,0,0,0.3901,20.63735,79.601973
V07829,Village_2698,Kanpur,Uttar Pradesh,26.14902439511261,79.99707346100621,16219,7858,8361,1339,5329,Kanpur_Care_Center,CHC,7,30,165,No,20.9,96.64,Average,No,70,Medium,No,No,4156,25.0,0.5,0,0,0,0,0.4905,21.883129,86.007611
V07830,Village_9535,Jodhpur,Rajasthan,26.61970092497609,72.10240320782111,16172,8008,8164,1177,5169,Jodhpur_Health_Center,PHC,28,11,120,No,50.11,168.01,Average,Yes,41,High,No,No,4233,25.0,1.0,0,1,0,0,0.7267,21.640431,81.798091
V07831,Village_8591,Varanasi,Uttar Pradesh,25.26100849866459,83.03722053684051,6524,3190,3334,604,1653,Varanasi_Health_Center,District Hospital,30,46,113,Yes,17.85,57.3,Poor,No,100,Low,No,No,3663,12.0,0.2,1,0,0,0,0.1455,23.092464,72.531749
V07832,Village_1231,Jaipur,Rajasthan,26.781022819701782,75.12571742465755,21066,10221,10845,1055,6712,Jaipur_Health_Center,PHC,20,8,217,No,56.48,134.54,Good,No,40,High,No,No,621,40.0,1.0,0,0,0,0,0.8131,19.587615,75.611837
V07833,Village_3463,Gwalior,Madhya Pradesh,26.167280878581675,77.7907812790085,17883,9185,8698,1027,3282,Gwalior_Medical_Center,District Hospital,38,10,267,No,9.37,45.26,Poor,No,100,Low,No,No,3537,12.0,0.2,0,0,0,0,0.3389,26.795241,82.855516
V07834,Village_2923,Varanasi,Uttar Pradesh,25.294985842443143,82.95683731822494,16568,8503,8065,1876,3132,Varanasi_Medical_Center,PHC,24,3,99,No,32.07,117.66,Average,No,67,Medium,No,No,4736,25.0,0.5,0,0,0,0,0.5055,21.537814,77.120689
V07835,Village_4310,Udaipur,Rajasthan,24.425751925346532,73.61520073904393,11539,5550,5989,1376,3214,Udaipur_Care_Center,PHC,3,31,269,Yes,36.33,171.3,Good,No,37,High,Yes,Yes,1701,40.0,1.0,1,0,1,1,0.6599,26.8428,74.704846
V07836,Village_5972,Udaipur,Rajasthan,24.058030727861432,74.2170892500573,20253,10310,9943,1044,6337,Udaipur_Health_Center,CHC,38,24,58,No,10.09,30.3,Good,No,100,Low,No,No,2324,40.0,0.2,0,0,0,0,0.3792,25.368755,87.975229
V07837,Village_2470,Jodhpur,Rajasthan,26.861019838358438,73.4999338691338,23156,11571,11585,1969,5024,Jodhpur_Medical_Center,PHC,32,13,241,No,25.23,102.66,Average,Yes,93,Low,No,No,3808,25.0,0.2,0,1,0,0,0.4496,18.372615,78.191841
V07838,Village_4395,Aurangabad,Maharashtra,19.90126347854461,75.5597568766291,11825,5800,6025,1410,2303,Aurangabad_Care_Center,District Hospital,21,19,145,No,53.63,258.14,Poor,No,10,High,No,Yes,4990,12.0,1.0,0,0,0,1,0.7458,21.174089,76.16686
V07839,Village_2779,Kota,Rajasthan,24.993656795142066,75.86341726390575,23010,11835,11175,1363,5508,Kota_Care_Center,PHC,5,59,163,No,29.94,62.68,Good,No,67,Medium,No,No,1821,40.0,0.5,0,0,0,0,0.6151,25.08785,77.451235
V07840,Village_2926,Nashik,Maharashtra,20.370555201044684,73.43667787442007,9884,5121,4763,813,2589,Nashik_Medical_Center,District Hospital,34,11,172,Yes,41.3,142.21,Good,No,65,Medium,No,No,2393,40.0,0.5,1,0,0,0,0.3977,18.496942,79.296144
V07841,Village_7344,Jabalpur,Madhya Pradesh,23.06834516991263,79.6808764625112,11649,5805,5844,948,2238,Jabalpur_Health_Center,PHC,24,62,188,No,36.2,81.51,Poor,Yes,76,Low,No,No,1650,12.0,0.2,0,1,0,0,0.3048,26.745863,85.403432
V07842,Village_3795,Jaipur,Rajasthan,26.59114732435458,76.07319271641175,12244,5880,6364,1416,3093,Jaipur_Care_Center,District Hospital,7,62,191,No,59.25,175.16,Good,Yes,13,High,No,Yes,2797,40.0,1.0,0,1,0,1,0.7439,26.431476,82.139328
V07843,Village_4042,Gwalior,Madhya Pradesh,26.098590560812372,78.40703197301013,8721,4388,4333,961,1778,Gwalior_Care_Center,District Hospital,27,31,36,Yes,9.34,37.16,Poor,No,100,Low,No,No,2880,12.0,0.2,1,0,0,0,0.1829,24.536777,73.876803
V07844,Village_8898,Lucknow,Uttar Pradesh,26.704731476787188,80.86645843942046,13374,6705,6669,1430,3323,Lucknow_Health_Center,CHC,18,20,167,No,14.16,54.66,Good,Yes,98,Low,No,No,4234,40.0,0.2,0,1,0,0,0.2681,22.73808,82.902768
V07845,Village_5344,Patna,Bihar,25.393911520635083,85.04316951007499,4525,2256,2269,325,1171,Patna_Medical_Center,CHC,23,38,272,No,53.91,130.02,Poor,Yes,50,Medium,No,No,221,12.0,0.5,0,1,0,0,0.3515,20.772831,77.439788
V07846,Village_9078,Jodhpur,Rajasthan,26.415587120578103,72.70355625225677,12997,6517,6480,975,2821,Jodhpur_Medical_Center,PHC,32,45,14,No,60.0,177.95,Poor,No,28,High,No,Yes,1331,12.0,1.0,0,0,0,1,0.7117,25.79488,84.45335
V07847,Village_9152,Jodhpur,Rajasthan,27.103924490013195,72.718588880817,7270,3777,3493,594,1724,Jodhpur_Health_Center,PHC,12,46,88,Yes,15.59,43.56,Poor,No,89,Low,No,No,3024,12.0,0.2,1,0,0,0,0.1912,25.427237,85.293468
V07848,Village_8116,Nagpur,Maharashtra,21.243322331394438,78.58095648541622,24531,12642,11889,1516,5303,Nagpur_Care_Center,PHC,6,2,30,Yes,3.72,12.02,Poor,Yes,100,Low,No,No,2848,12.0,0.2,1,1,0,0,0.452,18.437695,85.158826
V07849,Village_2907,Patna,Bihar,25.396581995659215,85.63389898220697,2039,1035,1004,135,708,Patna_Medical_Center,District Hospital,35,14,262,Yes,18.35,51.04,Poor,Yes,100,Low,No,No,4890,12.0,0.2,1,1,0,0,0.0692,20.034995,72.001865
V07850,Village_7110,Gaya,Bihar,24.649207513414495,84.85284577545164,2644,1322,1322,299,662,Gaya_Medical_Center,PHC,22,60,114,Yes,12.09,34.2,Poor,Yes,100,Low,No,No,2791,12.0,0.2,1,1,0,0,0.0795,22.744275,80.260896
V07851,Village_5395,Indore,Madhya Pradesh,22.5933180598884,76.0955851074281,10896,5644,5252,1198,3265,Indore_Medical_Center,PHC,21,19,79,Yes,13.11,26.78,Average,Yes,100,Low,No,No,4824,25.0,0.2,1,1,0,0,0.2199,25.921439,86.106221
V07852,Village_4476,Jaipur,Rajasthan,26.553604278474488,76.00200206182247,20196,9937,10259,1564,5392,Jaipur_Medical_Center,District Hospital,22,49,228,No,36.88,152.33,Good,No,58,Medium,No,No,1171,40.0,0.5,0,0,0,0,0.5942,23.170448,84.709188
V07853,Village_3619,Jaipur,Rajasthan,26.74598553964844,75.61687127448482,11891,5794,6097,1241,3600,Jaipur_Medical_Center,PHC,3,69,137,Yes,21.88,63.8,Average,No,72,Medium,Yes,No,3130,25.0,0.5,1,0,1,0,0.4109,24.927498,80.753539
V07854,Village_8120,Aurangabad,Maharashtra,19.836495711510214,74.94180100024724,15698,7889,7809,919,5071,Aurangabad_Care_Center,CHC,1,44,15,No,43.11,171.87,Poor,Yes,15,High,Yes,Yes,3905,12.0,1.0,0,1,1,1,0.7967,18.988976,80.661274
V07855,Village_2110,Udaipur,Rajasthan,24.51065031797354,74.0113583471315,21213,10656,10557,2021,4810,Udaipur_Care_Center,PHC,6,65,233,Yes,26.08,110.6,Average,No,63,Medium,No,No,1237,25.0,0.5,1,0,0,0,0.5966,26.030631,74.306181
V07856,Village_1962,Jodhpur,Rajasthan,26.825201630629024,72.77135294742584,3674,1790,1884,233,1260,Jodhpur_Medical_Center,District Hospital,30,8,143,No,59.04,145.0,Average,No,41,High,No,No,2112,25.0,1.0,0,0,0,0,0.514,26.715531,86.990699
V07857,Village_2465,Udaipur,Rajasthan,24.739106855489663,73.23404243364281,15792,7647,8145,1793,4957,Udaipur_Health_Center,CHC,7,6,25,Yes,55.96,238.6,Good,No,10,High,No,Yes,233,40.0,1.0,1,0,0,1,0.8133,20.562115,83.848907
V07858,Village_2919,Jaipur,Rajasthan,26.674851636748663,76.03942801542459,4334,2232,2102,269,881,Jaipur_Medical_Center,PHC,21,14,54,Yes,42.98,116.23,Poor,Yes,51,Medium,No,No,225,12.0,0.5,1,1,0,0,0.3452,23.026204,72.918196
V07859,Village_9057,Kota,Rajasthan,24.923717005372385,76.22139207566963,8000,3886,4114,630,2751,Kota_Medical_Center,PHC,8,54,156,Yes,42.52,124.83,Good,Yes,42,High,No,No,2957,40.0,1.0,1,1,0,0,0.5846,21.946036,80.35169
V07860,Village_5578,Patna,Bihar,25.370122614078078,85.64644760893233,4697,2408,2289,482,1375,Patna_Health_Center,CHC,14,60,21,Yes,1.1,5.1,Good,No,100,Low,No,No,3934,40.0,0.2,1,0,0,0,0.1144,24.058867,74.838536
V07861,Village_4699,Muzaffarpur,Bihar,25.961001496076193,85.52686487089869,16784,8705,8079,1195,3074,Muzaffarpur_Medical_Center,CHC,37,3,133,Yes,7.53,27.6,Good,Yes,100,Low,No,No,3462,40.0,0.2,1,1,0,0,0.3202,18.857541,87.188527
V07862,Village_8140,Pune,Maharashtra,19.037087876260987,74.07715362048995,6783,3493,3290,346,1424,Pune_Medical_Center,District Hospital,2,6,16,Yes,51.52,120.45,Average,Yes,21,High,Yes,Yes,1210,25.0,1.0,1,1,1,1,0.6269,21.10717,75.527195
V07863,Village_7170,Nagpur,Maharashtra,21.425377157861938,79.25516463242562,16195,7850,8345,953,5597,Nagpur_Medical_Center,CHC,16,28,16,No,5.29,13.5,Poor,Yes,100,Low,No,No,2010,12.0,0.2,0,1,0,0,0.3101,22.231686,80.662528
V07864,Village_6997,Indore,Madhya Pradesh,22.757758815360454,75.73686291744221,11028,5461,5567,581,2369,Indore_Health_Center,PHC,15,66,132,Yes,32.61,93.62,Good,No,65,Medium,No,No,3816,40.0,0.5,1,0,0,0,0.4172,21.391608,84.112232
V07865,Village_6869,Bhagalpur,Bihar,25.28428391048203,86.7555402276065,19399,9692,9707,1728,6499,Bhagalpur_Health_Center,CHC,12,49,234,No,42.15,156.92,Poor,No,42,High,No,No,520,12.0,1.0,0,0,0,0,0.7787,26.32233,84.640671
V07866,Village_5825,Jaipur,Rajasthan,27.10981340979725,75.71691573183834,23794,11945,11849,1954,6424,Jaipur_Care_Center,District Hospital,1,33,157,Yes,42.13,152.97,Good,Yes,28,High,Yes,Yes,1095,40.0,1.0,1,1,1,1,0.8955,26.175231,73.599802
V07867,Village_8305,Gaya,Bihar,24.568956624875657,85.19389448260164,22518,11626,10892,1416,4399,Gaya_Health_Center,PHC,11,30,13,No,4.53,9.06,Good,Yes,100,Low,No,No,1233,40.0,0.2,0,1,0,0,0.4178,26.748851,80.724101
V07868,Village_9280,Gaya,Bihar,24.862893195493687,85.15989093817835,16754,8297,8457,1950,3810,Gaya_Health_Center,PHC,12,30,81,No,35.63,143.57,Good,Yes,44,High,No,No,1695,40.0,1.0,0,1,0,0,0.7277,26.494325,75.961267
V07869,Village_4652,Prayagraj,Uttar Pradesh,25.154524918613085,82.04425460291696,22401,11401,11000,1967,7838,Prayagraj_Care_Center,PHC,32,55,212,Yes,50.43,234.23,Average,Yes,33,High,No,Yes,480,25.0,1.0,1,1,0,1,0.8568,19.323452,85.497155
V07870,Village_5219,Jaipur,Rajasthan,27.390045660537954,76.15843262118996,2092,1038,1054,196,484,Jaipur_Care_Center,District Hospital,6,53,176,Yes,9.36,37.48,Poor,No,96,Low,No,No,1000,12.0,0.2,1,0,0,0,0.0821,26.417601,85.965534
V07871,Village_3526,Aurangabad,Maharashtra,19.850861370356228,75.25082272969148,23757,11459,12298,2512,6710,Aurangabad_Health_Center,PHC,24,55,217,No,31.7,106.58,Poor,Yes,76,Low,No,No,4428,12.0,0.2,0,1,0,0,0.5109,26.92142,76.402018
V07872,Village_4978,Gaya,Bihar,24.570343137864963,84.74966700346262,13817,6954,6863,1653,3858,Gaya_Care_Center,District Hospital,16,24,28,Yes,14.51,68.0,Poor,No,85,Low,No,No,675,12.0,0.2,1,0,0,0,0.3147,24.092732,87.187234
V07873,Village_5995,Jaipur,Rajasthan,26.916219208035905,75.38061209446171,15388,7581,7807,1046,3502,Jaipur_Medical_Center,District Hospital,33,31,22,No,12.64,39.42,Poor,No,100,Low,No,No,2690,12.0,0.2,0,0,0,0,0.2964,20.575224,82.052034
V07874,Village_3869,Gaya,Bihar,24.644651681676756,84.71238598402682,2434,1175,1259,274,539,Gaya_Care_Center,CHC,18,40,84,No,32.58,117.31,Good,Yes,60,Medium,No,No,3620,40.0,0.5,0,1,0,0,0.2859,22.056813,86.80338
V07875,Village_8106,Jodhpur,Rajasthan,26.41508550906087,72.3375813328404,8667,4506,4161,795,2617,Jodhpur_Care_Center,District Hospital,12,40,43,No,45.74,206.56,Average,No,16,High,No,Yes,4334,25.0,1.0,0,0,0,1,0.674,26.307646,83.350854
V07876,Village_6306,Jaipur,Rajasthan,26.478697343038565,75.74674220873584,10359,4983,5376,1091,3148,Jaipur_Care_Center,PHC,36,26,35,No,42.62,208.75,Average,Yes,42,High,No,No,4491,25.0,1.0,0,1,0,0,0.6248,18.755811,79.208435
V07877,Village_5713,Aurangabad,Maharashtra,19.942989951504924,75.05989515618083,3550,1730,1820,278,860,Aurangabad_Care_Center,District Hospital,5,39,153,Yes,28.89,96.89,Poor,Yes,59,Medium,No,No,3071,12.0,0.5,1,1,0,0,0.3079,19.883792,84.178707
V07878,Village_2450,Kota,Rajasthan,24.72955199682183,76.13127064989835,21261,10634,10627,1407,5395,Kota_Medical_Center,PHC,14,24,79,Yes,23.28,58.77,Average,No,79,Low,No,No,4194,25.0,0.2,1,0,0,0,0.4594,23.075831,77.771982
V07879,Village_2581,Nagpur,Maharashtra,21.051474559443335,79.5031167784574,9113,4653,4460,782,2465,Nagpur_Care_Center,CHC,4,2,203,No,21.84,56.62,Average,No,78,Low,Yes,No,592,25.0,0.2,0,0,1,0,0.2556,21.925253,81.660892
V07880,Village_9142,Kota,Rajasthan,24.88646778719744,76.11046333548036,4245,2051,2194,498,1100,Kota_Care_Center,CHC,3,25,95,No,20.74,88.1,Poor,Yes,64,Medium,Yes,No,1534,12.0,0.5,0,1,1,0,0.3047,22.74094,72.952482
V07881,Village_4291,Nagpur,Maharashtra,21.679181478290015,79.34619180671616,11612,5622,5990,1056,2831,Nagpur_Care_Center,PHC,18,38,268,Yes,13.24,59.85,Poor,Yes,100,Low,No,No,1605,12.0,0.2,1,1,0,0,0.2321,23.570674,74.046758
V07882,Village_4188,Bhopal,Madhya Pradesh,23.102888542166117,77.46076290972444,9164,4654,4510,1070,1883,Bhopal_Health_Center,PHC,7,25,16,Yes,51.51,107.12,Good,No,29,High,No,Yes,4605,40.0,1.0,1,0,0,1,0.6435,26.189612,76.579592
V07883,Village_7655,Nagpur,Maharashtra,21.38083792394604,78.71220830337836,10781,5204,5577,1028,3564,Nagpur_Care_Center,CHC,15,16,214,No,56.37,240.31,Good,No,10,High,No,Yes,4840,40.0,1.0,0,0,0,1,0.728,20.521534,77.361533
V07884,Village_8927,Lucknow,Uttar Pradesh,26.790274803706698,80.82856663805183,3115,1561,1554,235,642,Lucknow_Care_Center,District Hospital,37,10,151,No,16.29,64.04,Average,Yes,100,Low,No,No,3287,25.0,0.2,0,1,0,0,0.0875,26.186013,87.966776
V07885,Village_3330,Aurangabad,Maharashtra,20.176856676558742,75.3037179399442,15802,7850,7952,1572,3295,Aurangabad_Health_Center,District Hospital,1,5,62,No,19.74,45.04,Good,Yes,73,Medium,Yes,No,2305,40.0,0.5,0,1,1,0,0.4744,20.670285,84.515237
V07886,Village_2916,Udaipur,Rajasthan,24.635904677012533,73.72534386257577,10343,5327,5016,1164,2781,Udaipur_Care_Center,CHC,13,2,12,No,12.49,43.3,Poor,Yes,90,Low,No,No,3088,12.0,0.2,0,1,0,0,0.2405,23.806838,76.611475
V07887,Village_6329,Aurangabad,Maharashtra,19.73519996968425,75.03686480712165,18307,9372,8935,1590,5109,Aurangabad_Health_Center,PHC,12,39,80,Yes,14.34,37.06,Poor,No,92,Low,No,No,1716,12.0,0.2,1,0,0,0,0.3701,19.544196,72.717669
V07888,Village_2552,Kota,Rajasthan,24.83900937426479,76.46698950830637,9724,4677,5047,837,3213,Kota_Medical_Center,CHC,35,15,134,No,57.61,277.84,Poor,No,14,High,No,Yes,294,12.0,1.0,0,0,0,1,0.698,19.206733,81.336119
V07889,Village_4025,Muzaffarpur,Bihar,26.117780216981366,85.44955174784566,16537,8383,8154,1977,3370,Muzaffarpur_Care_Center,District Hospital,14,52,238,Yes,42.93,176.5,Average,Yes,38,High,No,Yes,1312,25.0,1.0,1,1,0,1,0.742,22.536866,77.85116
