Village_ID,Village_Name,District,State,Latitude,Longitude,Population,Male_Population,Female_Population,Elderly_Population,Child_Population,Hospital_Name,Facility_Type,Doctors_Count,Nurses_Count,Beds_Available,Emergency_Service,Distance_to_Hospital_km,Average_Travel_Time_min,Road_Connectivity,Ambulance_Availability,Accessibility_Score,Healthcare_Risk_Level,Doctor_Shortage_Flag,Underserved_Area_Flag,Monthly_Patient_Count
V07578,Village_5319,Kanpur,Uttar Pradesh,20.347301,77.124293,20048,9883,10165,1658,5335,Kanpur_Health_Center,PHC,9,57,8,Yes,56.51,192.88,Poor,No,10,High,No,Yes,594
V07579,Village_3892,Kanpur,Uttar Pradesh,19.94267,77.38614,10047,5033,5014,991,2685,Kanpur_Care_Center,District Hospital,18,11,55,No,12.46,60.29,Poor,No,93,Low,No,No,4491
V07580,Village_2098,Bhagalpur,Bihar,25.960932,76.017388,20826,10542,10284,1661,5509,Bhagalpur_Care_Center,CHC,4,17,81,Yes,51.22,143.34,Average,No,20,High,Yes,Yes,581
V07581,Village_1557,Jodhpur,Rajasthan,20.428342,80.671163,17549,9042,8507,1857,5061,Jodhpur_Health_Center,PHC,13,15,176,Yes,50.79,175.58,Good,No,27,High,No,Yes,3466
V07582,Village_4731,Aurangabad,Maharashtra,24.540599,75.476261,17515,8778,8737,1879,5888,Aurangabad_Health_Center,CHC,11,14,228,Yes,40.72,85.53,Average,No,60,Medium,No,No,218
V07583,Village_4259,Varanasi,Uttar Pradesh,26.932121,80.687533,7126,3557,3569,546,1355,Varanasi_Care_Center,District Hospital,27,55,75,Yes,2.18,4.42,Poor,No,100,Low,No,No,2359
V07584,Village_1609,Gwalior,Madhya Pradesh,23.658185,81.478177,3733,1798,1935,347,797,Gwalior_Health_Center,PHC,33,45,110,No,35.51,148.92,Poor,Yes,65,Medium,No,No,387
V07585,Village_7594,Varanasi,Uttar Pradesh,21.637717,79.76605,7478,3872,3606,386,2016,Varanasi_Medical_Center,PHC,12,68,256,Yes,26.95,78.12,Average,No,78,Low,No,No,1636
V07586,Village_6031,Gwalior,Madhya Pradesh,22.101214,74.815654,7670,3743,3927,598,2646,Gwalior_Medical_Center,District Hospital,6,22,35,No,47.27,125.7,Poor,Yes,29,High,No,Yes,3216
V07587,Village_6768,Jodhpur,Rajasthan,22.508209,73.481542,23429,11957,11472,2763,6803,Jodhpur_Care_Center,CHC,27,32,251,No,6.03,23.05,Average,No,100,Low,No,No,728
V07588,Village_8214,Lucknow,Uttar Pradesh,18.7487,73.297675,4092,2063,2029,339,1414,Lucknow_Care_Center,District Hospital,29,5,184,Yes,7.13,26.4,Average,Yes,100,Low,No,No,1363
V07589,Village_1564,Udaipur,Rajasthan,21.421879,76.83136,7889,4030,3859,821,2410,Udaipur_Health_Center,District Hospital,3,36,47,No,43.51,124.39,Good,No,30,High,Yes,Yes,2177
V07590,Village_3306,Patna,Bihar,19.19272,81.901436,2235,1092,1143,134,713,Patna_Health_Center,PHC,34,34,11,Yes,58.74,272.89,Poor,Yes,10,High,No,Yes,2861
V07591,Village_1880,Jodhpur,Rajasthan,22.618657,79.151845,6006,2933,3073,681,1154,Jodhpur_Health_Center,District Hospital,21,11,195,No,36.69,111.72,Poor,No,66,Medium,No,No,3194
V07592,Village_9105,Nashik,Maharashtra,24.584206,77.985499,16375,8461,7914,1272,3996,Nashik_Care_Center,District Hospital,20,59,255,No,56.89,130.65,Average,No,43,High,No,No,1004
V07593,Village_3061,Gwalior,Madhya Pradesh,23.991266,81.771826,20751,10453,10298,1905,4073,Gwalior_Health_Center,CHC,38,49,234,No,42.01,192.9,Good,No,59,Medium,No,No,1576
V07594,Village_6049,Bhopal,Madhya Pradesh,18.513456,82.04519,18723,9587,9136,2003,5861,Bhopal_Medical_Center,District Hospital,24,14,270,Yes,34.14,135.79,Average,Yes,69,Medium,No,No,3209
V07595,Village_2820,Pune,Maharashtra,26.690549,80.279419,7275,3598,3677,662,2409,Pune_Care_Center,District Hospital,28,70,234,No,4.03,18.39,Good,Yes,100,Low,No,No,4011
V07596,Village_6150,Lucknow,Uttar Pradesh,21.950289,75.879759,5089,2645,2444,551,928,Lucknow_Care_Center,PHC,4,40,298,No,45.1,106.73,Poor,No,47,Medium,Yes,No,3476
V07597,Village_9463,Udaipur,Rajasthan,20.495623,79.194199,10213,5230,4983,916,3398,Udaipur_Care_Center,PHC,14,12,94,No,4.37,9.23,Average,No,100,Low,No,No,2623
V07598,Village_5061,Lucknow,Uttar Pradesh,19.142472,75.406273,2362,1190,1172,227,768,Lucknow_Medical_Center,District Hospital,6,52,118,No,34.94,112.34,Poor,Yes,48,Medium,No,No,2581
V07599,Village_6360,Pune,Maharashtra,22.686923,79.140061,12930,6314,6616,875,2750,Pune_Care_Center,PHC,15,17,90,No,15.28,70.9,Good,No,86,Low,No,No,1469
V07600,Village_9754,Patna,Bihar,18.571411,77.060337,20345,9770,10575,1096,5219,Patna_Medical_Center,District Hospital,3,70,131,Yes,44.21,180.95,Average,Yes,20,High,Yes,Yes,2609
V07601,Village_2979,Aurangabad,Maharashtra,24.625413,86.59591,2995,1541,1454,272,1005,Aurangabad_Care_Center,CHC,33,23,51,Yes,10.65,23.45,Average,Yes,100,Low,No,No,1332
V07602,Village_1601,Nashik,Maharashtra,25.025048,84.585149,23865,11669,12196,2578,5814,Nashik_Health_Center,PHC,29,33,81,No,25.67,79.07,Poor,No,87,Low,No,No,4363
V07603,Village_7758,Jodhpur,Rajasthan,19.734452,82.013783,14894,7700,7194,1630,3270,Jodhpur_Medical_Center,District Hospital,27,50,117,No,45.14,116.04,Average,Yes,58,Medium,No,No,2270
V07604,Village_4234,Jaipur,Rajasthan,22.855305,79.574783,11436,5884,5552,854,3542,Jaipur_Care_Center,CHC,25,61,193,No,10.44,34.95,Good,Yes,100,Low,No,No,3053
V07605,Village_7032,Kanpur,Uttar Pradesh,22.520072,86.064286,23574,11581,11993,1288,6654,Kanpur_Care_Center,CHC,31,29,12,No,35.5,154.56,Average,Yes,57,Medium,No,No,381
V07606,Village_6196,Kanpur,Uttar Pradesh,24.079046,85.584662,11760,5658,6102,1244,3207,Kanpur_Medical_Center,District Hospital,27,14,60,Yes,54.85,239.97,Poor,Yes,15,High,No,Yes,1001
V07607,Village_5619,Bhopal,Madhya Pradesh,21.8561,75.855285,11304,5691,5613,900,3901,Bhopal_Medical_Center,CHC,14,65,106,Yes,29.47,90.02,Good,Yes,67,Medium,No,No,3019
V07608,Village_1402,Udaipur,Rajasthan,23.358736,84.1382,12298,6323,5975,833,3720,Udaipur_Health_Center,District Hospital,40,39,97,Yes,23.36,101.51,Average,No,96,Low,No,No,4739
V07609,Village_8198,Prayagraj,Uttar Pradesh,24.054981,83.105124,17571,8917,8654,1298,4216,Prayagraj_Health_Center,District Hospital,6,26,100,Yes,1.88,7.77,Poor,No,100,Low,No,No,3897
V07610,Village_7065,Lucknow,Uttar Pradesh,23.558378,82.47889,4784,2400,2384,545,1330,Lucknow_Medical_Center,CHC,17,46,5,Yes,18.49,43.57,Average,Yes,87,Low,No,No,517
V07611,Village_7937,Kota,Rajasthan,20.453427,86.818768,22926,11428,11498,2561,7214,Kota_Care_Center,District Hospital,7,52,80,Yes,46.36,112.95,Good,Yes,36,High,No,Yes,189
V07612,Village_5110,Kanpur,Uttar Pradesh,19.714341,79.152882,3266,1567,1699,309,915,Kanpur_Care_Center,District Hospital,1,22,183,Yes,49.12,125.77,Poor,Yes,29,High,Yes,Yes,4627
V07613,Village_8649,Pune,Maharashtra,18.602125,75.001608,18032,9089,8943,1526,5240,Pune_Health_Center,District Hospital,21,54,76,No,54.37,152.82,Poor,Yes,32,High,No,Yes,1375
V07614,Village_1208,Nashik,Maharashtra,21.390199,80.605419,18246,8970,9276,1158,6351,Nashik_Care_Center,CHC,39,61,159,No,29.04,123.07,Average,Yes,87,Low,No,No,1470
V07615,Village_9608,Patna,Bihar,22.173771,86.341271,2065,991,1074,178,635,Patna_Care_Center,PHC,21,5,93,No,53.27,241.13,Good,Yes,12,High,No,Yes,1133
V07616,Village_6475,Muzaffarpur,Bihar,21.109784,81.177981,5307,2578,2729,411,1136,Muzaffarpur_Medical_Center,CHC,23,25,236,Yes,16.18,77.99,Average,No,99,Low,No,No,2078
V07617,Village_5153,Indore,Madhya Pradesh,18.282502,80.704644,16300,8215,8085,1478,3856,Indore_Care_Center,District Hospital,34,12,161,No,46.92,157.44,Average,No,55,Medium,No,No,273
V07618,Village_8784,Kota,Rajasthan,18.479295,87.242544,8572,4307,4265,708,2544,Kota_Medical_Center,District Hospital,18,69,114,No,47.16,172.05,Good,Yes,33,High,No,Yes,646
V07619,Village_5644,Kota,Rajasthan,23.632439,81.001272,10598,5214,5384,880,2141,Kota_Medical_Center,PHC,40,50,136,Yes,34.06,120.76,Good,Yes,82,Low,No,No,2738
V07620,Village_3286,Pune,Maharashtra,23.855498,80.448022,16229,8294,7935,1202,5134,Pune_Medical_Center,CHC,4,66,80,No,2.62,5.76,Average,Yes,100,Low,Yes,No,2353
V07621,Village_5631,Bhagalpur,Bihar,22.26882,79.999915,22542,11121,11421,1680,7868,Bhagalpur_Medical_Center,PHC,35,9,240,No,40.36,186.2,Good,Yes,60,Medium,No,No,2189
V07622,Village_6630,Kota,Rajasthan,26.733828,87.59482,15166,7557,7609,1227,4051,Kota_Health_Center,PHC,12,20,134,No,17.7,63.85,Average,No,85,Low,No,No,4091
V07623,Village_9833,Lucknow,Uttar Pradesh,25.610458,77.538467,7636,3682,3954,737,1512,Lucknow_Medical_Center,PHC,27,38,130,Yes,18.04,62.72,Poor,Yes,99,Low,No,No,2809
V07624,Village_7625,Jabalpur,Madhya Pradesh,21.299548,87.348394,2355,1161,1194,243,445,Jabalpur_Medical_Center,CHC,21,32,241,No,25.7,76.98,Good,Yes,88,Low,No,No,4126
V07625,Village_6616,Patna,Bihar,20.037615,84.137731,10496,5203,5293,669,3470,Patna_Medical_Center,PHC,13,61,105,Yes,39.98,96.48,Poor,Yes,54,Medium,No,No,4040
V07626,Village_2599,Gaya,Bihar,25.079265,74.098118,19746,9493,10253,1820,6106,Gaya_Medical_Center,PHC,18,27,166,Yes,47.44,151.11,Poor,No,41,High,No,No,3839
V07627,Village_1607,Jaipur,Rajasthan,21.357474,84.15034,18180,8979,9201,1666,5060,Jaipur_Medical_Center,PHC,12,18,129,No,30.95,122.45,Good,No,56,Medium,No,No,880
V07628,Village_5472,Bhopal,Madhya Pradesh,19.496833,74.846502,21407,10680,10727,2235,5258,Bhopal_Care_Center,PHC,1,34,61,No,4.91,11.7,Average,Yes,96,Low,Yes,No,4713
V07629,Village_8327,Gwalior,Madhya Pradesh,26.194182,84.856517,7776,3899,3877,527,2379,Gwalior_Health_Center,District Hospital,9,16,130,No,30.22,129.89,Good,No,52,Medium,No,No,4866
V07630,Village_7356,Varanasi,Uttar Pradesh,21.82033,84.768745,5301,2565,2736,342,1729,Varanasi_Health_Center,District Hospital,21,49,71,Yes,35.87,151.24,Good,Yes,50,Medium,No,No,4117
V07631,Village_7555,Kota,Rajasthan,26.340931,73.01002,18423,8945,9478,1489,4060,Kota_Health_Center,District Hospital,35,52,78,Yes,37.14,114.42,Good,Yes,73,Medium,No,No,232
V07632,Village_8561,Aurangabad,Maharashtra,24.389395,72.914767,18563,9562,9001,1587,5471,Aurangabad_Care_Center,PHC,24,37,177,Yes,50.13,215.93,Poor,No,28,High,No,Yes,1893
V07633,Village_9335,Aurangabad,Maharashtra,19.623219,75.923401,12474,6069,6405,1105,2534,Aurangabad_Health_Center,District Hospital,2,48,249,Yes,19.07,77.25,Average,Yes,76,Low,Yes,No,236
V07634,Village_9010,Patna,Bihar,21.224599,77.001095,15261,7428,7833,1391,3135,Patna_Health_Center,District Hospital,16,2,155,No,16.08,56.29,Good,Yes,93,Low,No,No,4262
V07635,Village_3407,Jaipur,Rajasthan,26.207158,83.928069,9609,4921,4688,733,1743,Jaipur_Health_Center,PHC,21,59,287,Yes,31.05,97.22,Average,Yes,79,Low,No,No,2030
V07636,Village_7521,Nashik,Maharashtra,26.066021,75.178671,10753,5450,5303,768,2818,Nashik_Health_Center,District Hospital,18,25,29,Yes,12.28,59.56,Good,Yes,92,Low,No,No,1081
V07637,Village_3650,Jabalpur,Madhya Pradesh,23.713814,75.448649,8595,4279,4316,851,2660,Jabalpur_Care_Center,PHC,38,29,15,Yes,41.71,105.3,Average,No,70,Medium,No,No,2639
V07638,Village_3520,Aurangabad,Maharashtra,24.009212,74.078967,5254,2691,2563,292,1576,Aurangabad_Medical_Center,PHC,6,35,39,No,35.45,84.61,Poor,No,51,Medium,No,No,1260
V07639,Village_1791,Kanpur,Uttar Pradesh,26.400136,83.384127,17790,8610,9180,1540,3398,Kanpur_Medical_Center,PHC,28,45,45,Yes,52.44,139.28,Poor,Yes,42,High,No,No,2227
V07640,Village_5531,Indore,Madhya Pradesh,21.545901,86.257439,17295,8689,8606,1692,3759,Indore_Medical_Center,District Hospital,27,69,257,Yes,55.7,202.35,Poor,Yes,33,High,No,Yes,4152
V07641,Village_8054,Gwalior,Madhya Pradesh,20.773846,81.142863,17894,9241,8653,1203,6008,Gwalior_Medical_Center,PHC,11,38,79,No,31.02,67.59,Poor,Yes,67,Medium,No,No,3265
V07642,Village_9249,Bhopal,Madhya Pradesh,22.482738,77.136741,12859,6591,6268,670,3166,Bhopal_Health_Center,PHC,2,15,6,Yes,43.43,115.25,Good,Yes,30,High,Yes,Yes,4702
V07643,Village_8767,Patna,Bihar,24.919291,82.801633,19457,9646,9811,1151,4824,Patna_Health_Center,CHC,14,25,29,No,12,47.8,Good,Yes,91,Low,No,No,3428
V07644,Village_4751,Patna,Bihar,19.317129,76.602996,13515,7002,6513,1418,4387,Patna_Care_Center,PHC,6,66,115,Yes,15.63,59.37,Poor,Yes,81,Low,No,No,2946
V07645,Village_8273,Aurangabad,Maharashtra,18.158612,75.963391,8211,4045,4166,834,1898,Aurangabad_Medical_Center,PHC,40,65,31,Yes,49.52,125.69,Average,Yes,60,Medium,No,No,443
V07646,Village_5553,Pune,Maharashtra,18.790565,79.111415,5901,3007,2894,642,1269,Pune_Care_Center,CHC,16,59,192,No,18.87,89,Good,No,84,Low,No,No,1914
V07647,Village_3650,Kanpur,Uttar Pradesh,18.672612,76.222568,2728,1401,1327,317,498,Kanpur_Care_Center,District Hospital,14,54,276,No,39.8,196.99,Good,No,38,High,No,Yes,1561
V07648,Village_4506,Bhopal,Madhya Pradesh,25.565019,82.240794,7480,3777,3703,567,2385,Bhopal_Care_Center,CHC,8,24,67,Yes,39.93,180.93,Good,No,26,High,No,Yes,3361
V07649,Village_7787,Jaipur,Rajasthan,21.280615,73.531702,15183,7869,7314,1256,4009,Jaipur_Health_Center,CHC,18,43,132,Yes,46.28,202.09,Average,No,27,High,No,Yes,1615
V07650,Village_8076,Gaya,Bihar,18.066606,80.123348,3582,1724,1858,347,928,Gaya_Medical_Center,PHC,13,58,122,No,7.17,27.92,Poor,Yes,100,Low,No,No,2319
V07651,Village_4064,Muzaffarpur,Bihar,25.541076,75.68445,1858,908,950,179,517,Muzaffarpur_Medical_Center,District Hospital,2,62,214,No,30.54,143.28,Average,Yes,46,Medium,Yes,No,1866
V07652,Village_6084,Varanasi,Uttar Pradesh,18.877496,85.946806,21356,10451,10905,2156,4215,Varanasi_Medical_Center,District Hospital,26,16,63,Yes,40.22,150.08,Poor,Yes,51,Medium,No,No,2611
V07653,Village_6864,Kota,Rajasthan,23.862386,78.59527,20160,9895,10265,1444,3809,Kota_Health_Center,District Hospital,5,47,157,No,33.99,129.93,Poor,Yes,46,Medium,No,No,2876
V07654,Village_4402,Pune,Maharashtra,18.759501,84.587514,5451,2673,2778,524,1596,Pune_Health_Center,PHC,28,30,38,No,27.19,69.11,Average,No,85,Low,No,No,3011
V07655,Village_9306,Indore,Madhya Pradesh,22.075721,83.399861,16596,8252,8344,1084,3419,Indore_Health_Center,PHC,5,48,265,Yes,24.75,72.32,Poor,No,75,Low,No,No,2815
V07656,Village_2432,Nagpur,Maharashtra,20.707606,86.49135,12796,6545,6251,817,4421,Nagpur_Care_Center,PHC,2,40,58,No,33.87,68.84,Average,No,53,Medium,Yes,No,280
V07657,Village_9895,Patna,Bihar,18.207502,86.960005,21043,10692,10351,1636,5116,Patna_Care_Center,PHC,9,64,267,Yes,53.29,235.86,Average,Yes,10,High,No,Yes,1827
V07658,Village_7244,Jaipur,Rajasthan,21.799138,81.826918,18401,8835,9566,1478,6348,Jaipur_Medical_Center,PHC,25,7,155,No,47.41,153.63,Poor,Yes,46,Medium,No,No,3217
V07659,Village_1471,Nashik,Maharashtra,21.199311,84.488301,4434,2197,2237,277,961,Nashik_Health_Center,PHC,3,35,97,No,10.78,43.34,Good,Yes,86,Low,Yes,No,3098
V07660,Village_3100,Varanasi,Uttar Pradesh,21.370519,81.248868,5841,2949,2892,329,1281,Varanasi_Health_Center,District Hospital,17,31,293,No,35.03,126.37,Poor,Yes,65,Medium,No,No,2063
V07661,Village_2041,Prayagraj,Uttar Pradesh,26.723289,87.590822,10358,5245,5113,639,2581,Prayagraj_Medical_Center,PHC,2,70,8,No,47.95,188.59,Poor,Yes,10,High,Yes,Yes,759
V07662,Village_5887,Bhopal,Madhya Pradesh,21.685172,73.313765,3873,1874,1999,237,919,Bhopal_Health_Center,District Hospital,3,16,87,Yes,3.66,16.46,Good,Yes,99,Low,Yes,No,286
V07663,Village_1450,Bhopal,Madhya Pradesh,25.574106,73.753815,23954,11678,12276,1998,6519,Bhopal_Health_Center,CHC,5,13,198,Yes,37.71,84.45,Good,No,56,Medium,No,No,1284
V07664,Village_7992,Muzaffarpur,Bihar,23.0621,79.714621,12347,6193,6154,1050,4172,Muzaffarpur_Care_Center,District Hospital,4,25,92,No,45.78,192.79,Poor,Yes,14,High,Yes,Yes,4797
V07665,Village_4012,Patna,Bihar,25.909437,76.54854,14124,6864,7260,966,3123,Patna_Health_Center,CHC,16,8,141,Yes,28.78,89.77,Poor,No,71,Medium,No,No,3689
V07666,Village_5666,Bhagalpur,Bihar,26.026544,72.051152,3758,1888,1870,296,1242,Bhagalpur_Medical_Center,PHC,16,40,153,No,27.99,109.31,Poor,No,68,Medium,No,No,1696
V07667,Village_2963,Aurangabad,Maharashtra,21.309875,82.199846,18246,8853,9393,1207,6181,Aurangabad_Health_Center,District Hospital,19,52,95,No,10.84,35.47,Poor,No,100,Low,No,No,2994
V07668,Village_3315,Gwalior,Madhya Pradesh,21.366466,86.228732,15993,8052,7941,1797,2885,Gwalior_Medical_Center,District Hospital,3,39,22,Yes,41.75,126.69,Good,Yes,30,High,Yes,Yes,2314
V07669,Village_1839,Kanpur,Uttar Pradesh,24.233149,78.388125,18962,9624,9338,1209,4297,Kanpur_Medical_Center,PHC,29,60,210,Yes,53.56,138.83,Average,No,51,Medium,No,No,4618
V07670,Village_4718,Prayagraj,Uttar Pradesh,19.342086,72.486852,3621,1787,1834,197,669,Prayagraj_Health_Center,CHC,40,24,281,No,28.84,120.14,Good,Yes,95,Low,No,No,1725
V07671,Village_4077,Udaipur,Rajasthan,24.947535,74.656186,21892,10720,11172,2410,7596,Udaipur_Medical_Center,District Hospital,3,53,99,No,14.99,59.98,Good,No,77,Low,Yes,No,2794
V07672,Village_7717,Nashik,Maharashtra,22.631739,74.634808,24427,12413,12014,1459,6936,Nashik_Health_Center,CHC,13,20,264,No,25.29,70.96,Average,Yes,83,Low,No,No,1821
V07673,Village_3260,Indore,Madhya Pradesh,24.001052,72.864417,22626,11307,11319,1967,5042,Indore_Health_Center,PHC,5,66,45,No,14.78,42.02,Good,No,81,Low,No,No,3988
V07674,Village_8523,Indore,Madhya Pradesh,23.370728,86.831921,2164,1078,1086,213,551,Indore_Health_Center,CHC,8,48,22,No,39.79,102.28,Average,Yes,43,High,No,No,4600
V07675,Village_3075,Aurangabad,Maharashtra,21.905799,80.006734,4665,2399,2266,293,1134,Aurangabad_Care_Center,CHC,31,39,263,No,8.87,41.98,Poor,No,100,Low,No,No,2811
V07676,Village_3409,Muzaffarpur,Bihar,25.380016,78.110619,5629,2871,2758,282,1628,Muzaffarpur_Health_Center,District Hospital,7,30,18,Yes,53.02,142.22,Poor,Yes,19,High,No,Yes,4592
V07677,Village_4060,Lucknow,Uttar Pradesh,20.845596,84.084145,22357,11398,10959,1390,7531,Lucknow_Health_Center,CHC,1,12,256,No,22.81,51.39,Good,No,78,Low,Yes,No,3286
V07678,Village_9866,Bhagalpur,Bihar,26.904182,85.203521,2255,1107,1148,164,662,Bhagalpur_Health_Center,PHC,10,21,95,Yes,5.92,14.11,Average,No,100,Low,No,No,1956
V07679,Village_2957,Pune,Maharashtra,24.12239,73.760986,8035,4137,3898,632,2711,Pune_Medical_Center,CHC,37,15,180,Yes,27.82,102.4,Poor,Yes,92,Low,No,No,2154
V07680,Village_4527,Bhagalpur,Bihar,20.866676,83.146803,17172,8643,8529,1877,5808,Bhagalpur_Health_Center,PHC,32,64,222,No,59.1,269.38,Good,Yes,16,High,No,Yes,963
V07681,Village_1011,Muzaffarpur,Bihar,24.837473,75.584597,14339,7355,6984,1299,4473,Muzaffarpur_Care_Center,PHC,27,64,131,Yes,11.27,42.09,Good,No,100,Low,No,No,120
V07682,Village_4343,Prayagraj,Uttar Pradesh,21.381784,73.517766,11952,6021,5931,1289,3070,Prayagraj_Care_Center,PHC,18,59,145,Yes,30.59,128.13,Average,No,62,Medium,No,No,3220
V07683,Village_7402,Lucknow,Uttar Pradesh,26.234916,76.529975,9636,4911,4725,499,3234,Lucknow_Health_Center,District Hospital,4,50,56,No,32.98,72.79,Poor,No,55,Medium,Yes,No,1291
V07684,Village_3379,Jabalpur,Madhya Pradesh,20.10552,82.351064,2033,1013,1020,213,604,Jabalpur_Health_Center,PHC,32,53,291,No,32.59,124.8,Poor,No,82,Low,No,No,1111
V07685,Village_1151,Varanasi,Uttar Pradesh,23.001849,81.363101,20474,10632,9842,1392,5180,Varanasi_Health_Center,District Hospital,37,47,253,No,8.63,28.31,Poor,Yes,100,Low,No,No,4169
V07686,Village_5707,Jaipur,Rajasthan,19.104892,74.011697,19861,9827,10034,1123,5097,Jaipur_Health_Center,CHC,33,24,11,Yes,47.02,199.62,Poor,No,36,High,No,Yes,2581
V07687,Village_2515,Jaipur,Rajasthan,25.391543,85.356992,18731,9672,9059,1154,3827,Jaipur_Care_Center,CHC,15,32,131,Yes,51.15,209.25,Average,Yes,18,High,No,Yes,2769
V07688,Village_9700,Jabalpur,Madhya Pradesh,20.662462,76.442412,4755,2376,2379,547,1069,Jabalpur_Care_Center,CHC,34,61,54,Yes,46.98,212.38,Poor,Yes,36,High,No,Yes,1146
V07689,Village_2945,Bhopal,Madhya Pradesh,25.351809,75.70758,10401,5050,5351,824,2510,Bhopal_Health_Center,District Hospital,8,65,235,Yes,52.27,160.69,Poor,Yes,27,High,No,Yes,1974
V07690,Village_4068,Nashik,Maharashtra,18.371257,77.497282,14014,6850,7164,1203,4830,Nashik_Health_Center,District Hospital,39,45,224,No,22.37,83.85,Average,No,100,Low,No,No,1097
V07691,Village_2171,Nashik,Maharashtra,18.116264,76.12231,21764,10717,11047,2354,7305,Nashik_Care_Center,PHC,16,26,295,No,46.47,128.3,Average,No,52,Medium,No,No,1328
V07692,Village_3679,Kota,Rajasthan,23.674824,73.327587,20433,10021,10412,2155,6679,Kota_Health_Center,PHC,7,61,33,Yes,19.46,79.32,Good,No,69,Medium,No,No,2960
V07693,Village_5458,Kanpur,Uttar Pradesh,19.236109,79.99825,23597,11575,12022,1995,7104,Kanpur_Care_Center,CHC,5,65,56,No,12.75,62.2,Average,No,79,Low,No,No,4688
V07694,Village_7741,Bhagalpur,Bihar,22.185393,85.119886,16932,8364,8568,1736,4554,Bhagalpur_Medical_Center,CHC,28,7,71,No,59.79,192.51,Poor,Yes,23,High,No,Yes,639
V07695,Village_8092,Patna,Bihar,21.23517,73.788111,21297,10543,10754,1662,6241,Patna_Health_Center,PHC,27,22,42,No,58.14,176.24,Good,Yes,26,High,No,Yes,2623
V07696,Village_2414,Prayagraj,Uttar Pradesh,26.280627,77.157509,21342,10777,10565,1296,4828,Prayagraj_Medical_Center,PHC,19,23,190,No,16.46,78.87,Poor,No,92,Low,No,No,4685
V07697,Village_6845,Kanpur,Uttar Pradesh,25.128749,82.074476,24202,12027,12175,2664,7830,Kanpur_Care_Center,PHC,5,25,135,No,29.18,135.02,Poor,Yes,48,Medium,No,No,3406
V07698,Village_7647,Pune,Maharashtra,26.063357,74.651727,24601,11858,12743,2777,7042,Pune_Medical_Center,CHC,33,22,188,Yes,52.57,116.28,Average,Yes,60,Medium,No,No,2109
V07699,Village_4692,Lucknow,Uttar Pradesh,19.275645,72.346964,17261,8761,8500,1813,4551,Lucknow_Care_Center,CHC,13,42,198,No,36.91,132.54,Average,No,52,Medium,No,No,228
V07700,Village_4474,Gaya,Bihar,20.525079,83.575794,21264,10400,10864,2066,5001,Gaya_Medical_Center,PHC,25,45,161,Yes,28.78,88.9,Average,No,82,Low,No,No,3276
V07701,Village_3048,Jabalpur,Madhya Pradesh,21.71195,86.448467,6004,3091,2913,655,1098,Jabalpur_Care_Center,PHC,35,3,9,No,3.82,11.65,Good,Yes,100,Low,No,No,1495
V07702,Village_7256,Gwalior,Madhya Pradesh,20.621875,74.4063,7051,3596,3455,718,2238,Gwalior_Care_Center,CHC,38,64,151,Yes,12.53,40.68,Poor,No,100,Low,No,No,4655
V07703,Village_1077,Varanasi,Uttar Pradesh,19.623776,80.890505,4567,2278,2289,329,1438,Varanasi_Medical_Center,CHC,31,49,49,No,2.9,14.11,Poor,No,100,Low,No,No,932
V07704,Village_8484,Nashik,Maharashtra,26.610631,83.536378,2564,1238,1326,258,845,Nashik_Care_Center,PHC,19,32,43,No,43.26,114.58,Good,Yes,49,Medium,No,No,4035
V07705,Village_8823,Prayagraj,Uttar Pradesh,18.282778,85.631703,23736,12184,11552,2780,6025,Prayagraj_Medical_Center,PHC,22,20,281,Yes,32.85,131.3,Average,Yes,70,Medium,No,No,3917
V07706,Village_6072,Udaipur,Rajasthan,18.105813,84.629002,6318,3261,3057,595,1699,Udaipur_Medical_Center,District Hospital,39,58,11,No,17.31,60.9,Poor,No,100,Low,No,No,2048
V07707,Village_9438,Jodhpur,Rajasthan,20.902475,76.674575,10509,5424,5085,537,3491,Jodhpur_Care_Center,CHC,8,46,281,No,17.66,55.23,Average,No,90,Low,No,No,2510
V07708,Village_1702,Pune,Maharashtra,22.390782,83.387752,2801,1404,1397,205,693,Pune_Care_Center,CHC,22,37,151,Yes,54.03,262.73,Average,Yes,10,High,No,Yes,829
V07709,Village_6546,Pune,Maharashtra,20.39372,76.204049,17566,8857,8709,1898,6144,Pune_Health_Center,PHC,31,26,295,No,41.57,110.56,Poor,No,76,Low,No,No,3414
V07710,Village_3130,Pune,Maharashtra,19.623086,72.162514,3125,1609,1516,223,591,Pune_Care_Center,PHC,4,43,103,Yes,44.16,192.9,Poor,No,16,High,Yes,Yes,238
V07711,Village_3350,Kanpur,Uttar Pradesh,18.662782,72.921032,6862,3314,3548,495,1431,Kanpur_Care_Center,PHC,2,68,46,No,50.24,215.34,Poor,No,10,High,Yes,Yes,784
V07712,Village_5716,Bhagalpur,Bihar,24.16062,73.548159,2823,1388,1435,323,854,Bhagalpur_Health_Center,PHC,3,29,141,Yes,7.64,28.61,Poor,No,95,Low,Yes,No,130
V07713,Village_4656,Lucknow,Uttar Pradesh,23.009254,81.332538,23991,12349,11642,1554,7292,Lucknow_Health_Center,PHC,15,14,282,Yes,16.46,61.78,Poor,No,97,Low,No,No,934
